FAM_0001;REF
HALDEX  ;72012                    
HALDEX  ;72013                    
HALDEX  ;72014C                   
HALDEX  ;72015C                   
HALDEX  ;72016C                   
HALDEX  ;72017C                   
HALDEX  ;72018C                   
HALDEX  ;72028C                   
HALDEX  ;72029C                   
HALDEX  ;72030C                   
HALDEX  ;72031C                   
HALDEX  ;72033C                   
HALDEX  ;72034C                   
HALDEX  ;72035                    
HALDEX  ;72036                    
HALDEX  ;72037                    
HALDEX  ;72038                    
HALDEX  ;72039                    
HALDEX  ;72040C                   
HALDEX  ;72041C                   
HALDEX  ;72046C                   
HALDEX  ;72053                    
HALDEX  ;72054C                   
HALDEX  ;72055C                   
HALDEX  ;72056C                   
HALDEX  ;72059                    
HALDEX  ;72060C                   
HALDEX  ;72061C                   
HALDEX  ;72062                    
HALDEX  ;72063                    
HALDEX  ;72064C                   
HALDEX  ;72065C                   
HALDEX  ;72069C                   
HALDEX  ;72070C                   
HALDEX  ;72085                    
HALDEX  ;72086C                   
HALDEX  ;72096C                   
HALDEX  ;72097C                   
HALDEX  ;72103C                   
HALDEX  ;72104C                   
HALDEX  ;72105C                   
HALDEX  ;72106C                   
HALDEX  ;72120C                   
HALDEX  ;72121C                   
HALDEX  ;72137C                   
HALDEX  ;72138                    
HALDEX  ;72140C                   
HALDEX  ;72141C                   
HALDEX  ;72143C                   
HALDEX  ;72145C                   
HALDEX  ;72147C                   
HALDEX  ;72148C                   
HALDEX  ;72150C                   
HALDEX  ;72151C                   
HALDEX  ;72154                    
HALDEX  ;72168C                   
HALDEX  ;72169C                   
HALDEX  ;72173                    
HALDEX  ;72174                    
HALDEX  ;72177                    
HALDEX  ;72178C                   
HALDEX  ;72179                    
HALDEX  ;72180C                   
HALDEX  ;72181C                   
HALDEX  ;72182C                   
HALDEX  ;72190C                   
HALDEX  ;72191C                   
HALDEX  ;72199C                   
HALDEX  ;72203                    
HALDEX  ;72204                    
HALDEX  ;72205C                   
HALDEX  ;72207C                   
HALDEX  ;72211                    
HALDEX  ;72212                    
HALDEX  ;72213                    
HALDEX  ;72214C                   
HALDEX  ;72215C                   
HALDEX  ;72216C                   
HALDEX  ;72217C                   
HALDEX  ;72218C                   
HALDEX  ;72234C                   
HALDEX  ;72235C                   
HALDEX  ;72238                    
HALDEX  ;72239                    
HALDEX  ;72249C                   
HALDEX  ;72250                    
HALDEX  ;72251                    
HALDEX  ;72253                    
HALDEX  ;72254                    
HALDEX  ;72255C                   
HALDEX  ;72256C                   
HALDEX  ;72259C                   
HALDEX  ;72260C                   
HALDEX  ;72261C                   
HALDEX  ;72262C                   
HALDEX  ;72266                    
HALDEX  ;72266C                   
HALDEX  ;72267C                   
HALDEX  ;72268C                   
HALDEX  ;72269                    
HALDEX  ;72270C                   
HALDEX  ;72303C                   
HALDEX  ;72308                    
HALDEX  ;72308C                   
HALDEX  ;72321                    
HALDEX  ;72322                    
HALDEX  ;72326                    
HALDEX  ;72330C                   
HALDEX  ;72333C                   
HALDEX  ;72344C                   
HALDEX  ;72345C                   
HALDEX  ;72348                    
HALDEX  ;72354C                   
HALDEX  ;72355C                   
HALDEX  ;72356C                   
HALDEX  ;72357C                   
HALDEX  ;72358C                   
HALDEX  ;72359C                   
HALDEX  ;72361C                   
HALDEX  ;72362C                   
HALDEX  ;72363C                   
HALDEX  ;72364C                   
HALDEX  ;72367C                   
HALDEX  ;72370C                   
HALDEX  ;72371C                   
HALDEX  ;72372C                   
HALDEX  ;72373C                   
HALDEX  ;72374C                   
HALDEX  ;72375C                   
HALDEX  ;72376C                   
HALDEX  ;72393C                   
HALDEX  ;72395                    
HALDEX  ;72401C                   
HALDEX  ;72402C                   
HALDEX  ;72403C                   
HALDEX  ;72404                    
HALDEX  ;72405C                   
HALDEX  ;72406C                   
HALDEX  ;72407C                   
HALDEX  ;72408C                   
HALDEX  ;72416                    
HALDEX  ;72417C                   
HALDEX  ;72418C                   
HALDEX  ;72419C                   
HALDEX  ;72420C                   
HALDEX  ;72421C                   
HALDEX  ;72422C                   
HALDEX  ;72426C                   
HALDEX  ;72427C                   
HALDEX  ;72428C                   
HALDEX  ;72429C                   
HALDEX  ;72430C                   
HALDEX  ;72431C                   
HALDEX  ;72432C                   
HALDEX  ;72433C                   
HALDEX  ;72434                    
HALDEX  ;72435                    
HALDEX  ;72439C                   
HALDEX  ;72440C                   
HALDEX  ;72441C                   
HALDEX  ;72446C                   
HALDEX  ;72447C                   
HALDEX  ;72448C                   
HALDEX  ;72452C                   
HALDEX  ;72453                    
HALDEX  ;72457C                   
HALDEX  ;72459                    
HALDEX  ;72460                    
HALDEX  ;72461                    
HALDEX  ;72462                    
HALDEX  ;72491                    
HALDEX  ;72492                    
HALDEX  ;72506600                 
HALDEX  ;7250G1/440               
HALDEX  ;72515                    
HALDEX  ;72517C                   
HALDEX  ;72521C                   
HALDEX  ;72522C                   
HALDEX  ;72523                    
HALDEX  ;72524                    
HALDEX  ;72525                    
HALDEX  ;72526                    
HALDEX  ;72527C                   
HALDEX  ;72528C                   
HALDEX  ;72529C                   
HALDEX  ;72530                    
HALDEX  ;72531                    
HALDEX  ;72532C                   
HALDEX  ;72533C                   
HALDEX  ;72534                    
HALDEX  ;72535                    
HALDEX  ;72536                    
HALDEX  ;72537                    
HALDEX  ;72538                    
HALDEX  ;72539                    
HALDEX  ;72540                    
HALDEX  ;72541                    
HALDEX  ;72542                    
HALDEX  ;72543                    
HALDEX  ;72544                    
HALDEX  ;72545                    
HALDEX  ;72546                    
HALDEX  ;72547                    
HALDEX  ;72548                    
HALDEX  ;72550C                   
HALDEX  ;72551                    
HALDEX  ;72553C                   
HALDEX  ;72554C                   
HALDEX  ;72558C                   
HALDEX  ;72559C                   
HALDEX  ;72560C                   
HALDEX  ;72561                    
HALDEX  ;72562                    
HALDEX  ;72563C                   
HALDEX  ;72566C                   
HALDEX  ;72567C                   
HALDEX  ;72568                    
HALDEX  ;72570C                   
HALDEX  ;72576C                   
HALDEX  ;72581C                   
HALDEX  ;72583C                   
HALDEX  ;72584C                   
HALDEX  ;72585C                   
HALDEX  ;72586C                   
HALDEX  ;72587C                   
HALDEX  ;72588C                   
HALDEX  ;72589C                   
HALDEX  ;72591                    
HALDEX  ;72592                    
HALDEX  ;72593                    
HALDEX  ;72594                    
HALDEX  ;72596                    
HALDEX  ;72597                    
HALDEX  ;72598                    
HALDEX  ;72599C                   
HALDEX  ;72600C                   
HALDEX  ;72601C                   
HALDEX  ;72602C                   
HALDEX  ;72603C                   
HALDEX  ;72604C                   
HALDEX  ;72608                    
HALDEX  ;72609                    
HALDEX  ;72614C                   
HALDEX  ;72616                    
HALDEX  ;72617C                   
HALDEX  ;72618C                   
HALDEX  ;72619C                   
HALDEX  ;72622                    
HALDEX  ;72633C                   
HALDEX  ;72634C                   
HALDEX  ;72635C                   
HALDEX  ;72641C                   
HALDEX  ;72643C                   
HALDEX  ;72644C                   
HALDEX  ;72645C                   
HALDEX  ;72646                    
HALDEX  ;72647                    
HALDEX  ;72654                    
HALDEX  ;72655C                   
HALDEX  ;72656                    
HALDEX  ;72657                    
HALDEX  ;72658C                   
HALDEX  ;72661                    
HALDEX  ;72662                    
HALDEX  ;72663                    
HALDEX  ;72664                    
HALDEX  ;72665C                   
HALDEX  ;72666C                   
HALDEX  ;72667                    
HALDEX  ;72668                    
HALDEX  ;72669                    
HALDEX  ;72670                    
HALDEX  ;72671                    
HALDEX  ;72672                    
HALDEX  ;72673                    
HALDEX  ;72674                    
HALDEX  ;72675                    
HALDEX  ;72676                    
HALDEX  ;72677                    
HALDEX  ;72678                    
HALDEX  ;72679C                   
HALDEX  ;72680C                   
HALDEX  ;72685C                   
HALDEX  ;72688C                   
HALDEX  ;72689C                   
HALDEX  ;72695                    
HALDEX  ;72696                    
HALDEX  ;72698C                   
HALDEX  ;72702C                   
HALDEX  ;72703C                   
HALDEX  ;72704                    
HALDEX  ;72705                    
HALDEX  ;72709C                   
HALDEX  ;72710C                   
HALDEX  ;72713C                   
HALDEX  ;72714C                   
HALDEX  ;72715                    
HALDEX  ;72716                    
HALDEX  ;72717C                   
HALDEX  ;72718C                   
HALDEX  ;72719C                   
HALDEX  ;72720C                   
HALDEX  ;72721C                   
HALDEX  ;72722C                   
HALDEX  ;72723                    
HALDEX  ;72724                    
HALDEX  ;72725                    
HALDEX  ;72726                    
HALDEX  ;72727                    
HALDEX  ;72728                    
HALDEX  ;72729                    
HALDEX  ;72730                    
HALDEX  ;72733C                   
HALDEX  ;72740                    
HALDEX  ;72741                    
HALDEX  ;72742C                   
HALDEX  ;72743C                   
HALDEX  ;72744C                   
HALDEX  ;72745C                   
HALDEX  ;72746C                   
HALDEX  ;72747C                   
HALDEX  ;72751C                   
HALDEX  ;72752C                   
HALDEX  ;72758C                   
HALDEX  ;72759C                   
HALDEX  ;72760C                   
HALDEX  ;72761C                   
HALDEX  ;72762C                   
HALDEX  ;72768C                   
HALDEX  ;72769C                   
HALDEX  ;72772C                   
HALDEX  ;72778C                   
HALDEX  ;72782                    
HALDEX  ;72783                    
HALDEX  ;72784                    
HALDEX  ;72785                    
HALDEX  ;72788D                   
HALDEX  ;72788R                   
HALDEX  ;72788S                   
HALDEX  ;72789C                   
HALDEX  ;72791C                   
HALDEX  ;72792C                   
HALDEX  ;72794C                   
HALDEX  ;72795C                   
HALDEX  ;72802C                   
HALDEX  ;72803C                   
HALDEX  ;72804C                   
HALDEX  ;72805C                   
HALDEX  ;72806C                   
HALDEX  ;72809                    
HALDEX  ;72810                    
HALDEX  ;72811                    
HALDEX  ;72812                    
HALDEX  ;72815C                   
HALDEX  ;72816C                   
HALDEX  ;72817C                   
HALDEX  ;72820C                   
HALDEX  ;72824                    
HALDEX  ;72825                    
HALDEX  ;72826                    
HALDEX  ;72827C                   
HALDEX  ;72828C                   
HALDEX  ;72833C                   
HALDEX  ;72834C                   
HALDEX  ;72837C                   
HALDEX  ;72853C                   
HALDEX  ;72854C                   
HALDEX  ;72855                    
HALDEX  ;72856C                   
HALDEX  ;72857C                   
HALDEX  ;72858C                   
HALDEX  ;72861C                   
HALDEX  ;72862C                   
HALDEX  ;72864C                   
HALDEX  ;72867C                   
HALDEX  ;72868C                   
HALDEX  ;72869                    
HALDEX  ;72869C                   
HALDEX  ;72870                    
HALDEX  ;72870C                   
HALDEX  ;72871C                   
HALDEX  ;72872C                   
HALDEX  ;72875D                   
HALDEX  ;72875S                   
HALDEX  ;72876D                   
HALDEX  ;72876S                   
HALDEX  ;72877C                   
HALDEX  ;72878C                   
HALDEX  ;72879C                   
HALDEX  ;72880C                   
HALDEX  ;72881C                   
HALDEX  ;72882C                   
HALDEX  ;72883C                   
HALDEX  ;72884C                   
HALDEX  ;72885C                   
HALDEX  ;72886C                   
HALDEX  ;72887C                   
HALDEX  ;72888C                   
HALDEX  ;72892                    
HALDEX  ;72893C                   
HALDEX  ;72894C                   
HALDEX  ;72895C                   
HALDEX  ;72896C                   
HALDEX  ;72897C                   
HALDEX  ;72898C                   
HALDEX  ;72899C                   
HALDEX  ;72900C                   
HALDEX  ;72901C                   
HALDEX  ;72902C                   
HALDEX  ;72903C                   
HALDEX  ;72904C                   
HALDEX  ;72905C                   
HALDEX  ;72906                    
HALDEX  ;72907                    
HALDEX  ;72909C                   
HALDEX  ;72910C                   
HALDEX  ;72912C                   
HALDEX  ;72913                    
HALDEX  ;72914C                   
HALDEX  ;72915C                   
HALDEX  ;72916C                   
HALDEX  ;72917C                   
HALDEX  ;72918C                   
HALDEX  ;72919C                   
HALDEX  ;72920C                   
HALDEX  ;72921                    
HALDEX  ;72922                    
HALDEX  ;72928C                   
HALDEX  ;72929                    
HALDEX  ;72930                    
HALDEX  ;72931C                   
HALDEX  ;72932C                   
HALDEX  ;72937                    
HALDEX  ;72938                    
HALDEX  ;72939C                   
HALDEX  ;72942C                   
HALDEX  ;72943C                   
HALDEX  ;72944C                   
HALDEX  ;72945C                   
HALDEX  ;72946C                   
HALDEX  ;72947C                   
HALDEX  ;72948D                   
HALDEX  ;72948S                   
HALDEX  ;72949C                   
HALDEX  ;72950C                   
HALDEX  ;72951C                   
HALDEX  ;72952C                   
HALDEX  ;72953C                   
HALDEX  ;72954C                   
HALDEX  ;72955C                   
HALDEX  ;72956C                   
HALDEX  ;72957C                   
HALDEX  ;72958C                   
HALDEX  ;72959C                   
HALDEX  ;72962C                   
HALDEX  ;72963C                   
HALDEX  ;72966                    
HALDEX  ;72978                    
HALDEX  ;72980                    
HALDEX  ;72986                    
HALDEX  ;72987                    
HALDEX  ;72999C                   
HALDEX  ;73003300                 
HALDEX  ;73004400                 
HALDEX  ;73004600                 
HALDEX  ;73006400                 
HALDEX  ;73006600                 
HALDEX  ;73007400                 
HALDEX  ;73007600                 
HALDEX  ;73007700                 
HALDEX  ;73084S                   
HALDEX  ;73096                    
HALDEX  ;73176                    
HALDEX  ;73183S                   
HALDEX  ;73198                    
HALDEX  ;73200S                   
HALDEX  ;73268S                   
HALDEX  ;73314S                   
HALDEX  ;73316S                   
HALDEX  ;73333                    
HALDEX  ;73340S                   
HALDEX  ;73342                    
HALDEX  ;73343                    
HALDEX  ;73436S                   
HALDEX  ;73444                    
HALDEX  ;73481                    
HALDEX  ;73482                    
HALDEX  ;73483S                   
HALDEX  ;73492S                   
HALDEX  ;73504400                 
HALDEX  ;73506600                 
HALDEX  ;73574S                   
HALDEX  ;73582                    
HALDEX  ;73589S                   
HALDEX  ;73614                    
HALDEX  ;73615                    
HALDEX  ;73616                    
HALDEX  ;73618                    
HALDEX  ;73620                    
HALDEX  ;73622                    
HALDEX  ;73653S                   
HALDEX  ;73654                    
HALDEX  ;73666S                   
HALDEX  ;73668                    
HALDEX  ;73686S                   
HALDEX  ;73687                    
HALDEX  ;73716                    
HALDEX  ;74106600                 
HALDEX  ;74107600                 
HALDEX  ;74145                    
HALDEX  ;74147                    
HALDEX  ;74147S                   
HALDEX  ;74148                    
HALDEX  ;74164                    
HALDEX  ;74164S                   
HALDEX  ;74165                    
HALDEX  ;74181                    
HALDEX  ;74181S                   
HALDEX  ;74187                    
HALDEX  ;74189                    
HALDEX  ;74203                    
HALDEX  ;74206600                 
HALDEX  ;74228                    
HALDEX  ;74229                    
HALDEX  ;74230                    
HALDEX  ;74233                    
HALDEX  ;74234                    
HALDEX  ;74235                    
HALDEX  ;74246                    
HALDEX  ;74246S                   
HALDEX  ;74250                    
HALDEX  ;74251                    
HALDEX  ;74253                    
HALDEX  ;74255                    
HALDEX  ;74257                    
HALDEX  ;74258                    
HALDEX  ;74261                    
HALDEX  ;74263                    
HALDEX  ;74265                    
HALDEX  ;74266                    
HALDEX  ;74268                    
HALDEX  ;74268S                   
HALDEX  ;74270                    
HALDEX  ;74272S                   
HALDEX  ;74274                    
HALDEX  ;74275                    
HALDEX  ;74281                    
HALDEX  ;74282                    
HALDEX  ;74283                    
HALDEX  ;74284                    
HALDEX  ;74293                    
HALDEX  ;74295                    
HALDEX  ;74295S                   
HALDEX  ;74298                    
HALDEX  ;74303S                   
HALDEX  ;74306600                 
HALDEX  ;74307600                 
HALDEX  ;74309                    
HALDEX  ;74357                    
HALDEX  ;74358                    
HALDEX  ;74359                    
HALDEX  ;74360                    
HALDEX  ;74361                    
HALDEX  ;74362                    
HALDEX  ;74364                    
HALDEX  ;74366                    
HALDEX  ;74367                    
HALDEX  ;74372                    
HALDEX  ;74373                    
HALDEX  ;74374                    
HALDEX  ;74376                    
HALDEX  ;74380                    
HALDEX  ;74385                    
HALDEX  ;74386                    
HALDEX  ;74389                    
HALDEX  ;74402                    
HALDEX  ;74403                    
HALDEX  ;74404                    
HALDEX  ;74406                    
HALDEX  ;74410                    
HALDEX  ;74410S                   
HALDEX  ;74411                    
HALDEX  ;74412                    
HALDEX  ;74412S                   
HALDEX  ;74413                    
HALDEX  ;74414                    
HALDEX  ;74416                    
HALDEX  ;74418                    
HALDEX  ;74419                    
HALDEX  ;74420                    
HALDEX  ;74422                    
HALDEX  ;74424                    
HALDEX  ;74425                    
HALDEX  ;74426                    
HALDEX  ;74427                    
HALDEX  ;74433                    
HALDEX  ;74434                    
HALDEX  ;74435                    
HALDEX  ;74438                    
HALDEX  ;74443                    
HALDEX  ;74444                    
HALDEX  ;74447                    
HALDEX  ;74448                    
HALDEX  ;74453                    
HALDEX  ;74455                    
HALDEX  ;74459                    
HALDEX  ;74460                    
HALDEX  ;74469                    
HALDEX  ;74472                    
HALDEX  ;74473                    
HALDEX  ;74474                    
HALDEX  ;74475                    
HALDEX  ;74475S                   
HALDEX  ;74476                    
HALDEX  ;74477                    
HALDEX  ;74477S                   
HALDEX  ;74480                    
HALDEX  ;74482                    
HALDEX  ;74485                    
HALDEX  ;74486                    
HALDEX  ;74488                    
HALDEX  ;74489                    
HALDEX  ;74490                    
HALDEX  ;74493                    
HALDEX  ;74499                    
HALDEX  ;74505                    
HALDEX  ;74506                    
HALDEX  ;74512                    
HALDEX  ;74512S                   
HALDEX  ;74521                    
HALDEX  ;74523                    
HALDEX  ;74524                    
HALDEX  ;74527                    
HALDEX  ;74527S                   
HALDEX  ;74528                    
HALDEX  ;74528S                   
HALDEX  ;74529                    
HALDEX  ;74530                    
HALDEX  ;74531                    
HALDEX  ;74532                    
HALDEX  ;74534                    
HALDEX  ;74536S                   
HALDEX  ;74537S                   
HALDEX  ;74555                    
HALDEX  ;74556                    
HALDEX  ;74557                    
HALDEX  ;74558                    
HALDEX  ;74560                    
HALDEX  ;74561                    
HALDEX  ;74564                    
HALDEX  ;74565                    
HALDEX  ;74566                    
HALDEX  ;74570                    
HALDEX  ;74572                    
HALDEX  ;74573                    
HALDEX  ;74575                    
HALDEX  ;74577                    
HALDEX  ;74579                    
HALDEX  ;74580                    
HALDEX  ;74585                    
HALDEX  ;74588                    
HALDEX  ;74594                    
HALDEX  ;74595                    
HALDEX  ;74597                    
HALDEX  ;74598                    
HALDEX  ;74599                    
HALDEX  ;74604600                 
HALDEX  ;74608                    
HALDEX  ;74614                    
HALDEX  ;74616                    
HALDEX  ;74617                    
HALDEX  ;74620                    
HALDEX  ;74623                    
HALDEX  ;74624                    
HALDEX  ;74624S                   
HALDEX  ;74627                    
HALDEX  ;74628                    
HALDEX  ;74628S                   
HALDEX  ;74632                    
HALDEX  ;74633                    
HALDEX  ;74635                    
HALDEX  ;74637                    
HALDEX  ;74637S                   
HALDEX  ;74639                    
HALDEX  ;74682                    
HALDEX  ;74684                    
HALDEX  ;74685                    
HALDEX  ;74686                    
HALDEX  ;74687                    
HALDEX  ;74688                    
HALDEX  ;74690                    
HALDEX  ;74691                    
HALDEX  ;74692                    
HALDEX  ;74693                    
HALDEX  ;74696                    
HALDEX  ;74699                    
HALDEX  ;74701                    
HALDEX  ;74702                    
HALDEX  ;74707                    
HALDEX  ;74709                    
HALDEX  ;74709S                   
HALDEX  ;74710                    
HALDEX  ;74716                    
HALDEX  ;74723                    
HALDEX  ;74732                    
HALDEX  ;74733                    
HALDEX  ;74735                    
HALDEX  ;74736                    
HALDEX  ;74737                    
HALDEX  ;74738                    
HALDEX  ;74746                    
HALDEX  ;74746S                   
HALDEX  ;74758                    
HALDEX  ;74760                    
HALDEX  ;74761                    
HALDEX  ;74768                    
HALDEX  ;74768S                   
HALDEX  ;74771                    
HALDEX  ;74771S                   
HALDEX  ;74777                    
HALDEX  ;74778                    
HALDEX  ;74782                    
HALDEX  ;74784                    
HALDEX  ;74785                    
HALDEX  ;74788                    
HALDEX  ;74789                    
HALDEX  ;74799                    
HALDEX  ;74801                    
HALDEX  ;74802                    
HALDEX  ;74803                    
HALDEX  ;74803S                   
HALDEX  ;74805                    
HALDEX  ;74808                    
HALDEX  ;74811                    
HALDEX  ;74812                    
HALDEX  ;74813                    
HALDEX  ;74818                    
HALDEX  ;74851                    
HALDEX  ;74853                    
HALDEX  ;74854                    
HALDEX  ;74855                    
HALDEX  ;74857                    
HALDEX  ;74860                    
HALDEX  ;74862                    
HALDEX  ;74863                    
HALDEX  ;74864                    
HALDEX  ;74865                    
HALDEX  ;74867                    
HALDEX  ;74868                    
HALDEX  ;74870                    
HALDEX  ;74877                    
HALDEX  ;74878                    
HALDEX  ;74881                    
HALDEX  ;74884                    
HALDEX  ;74885                    
HALDEX  ;74888                    
HALDEX  ;74889                    
HALDEX  ;74899                    
HALDEX  ;748KTS3                  
HALDEX  ;74900                    
HALDEX  ;74902                    
HALDEX  ;74904600                 
HALDEX  ;74906600                 
HALDEX  ;74907600                 
HALDEX  ;74908                    
HALDEX  ;74915                    
HALDEX  ;74920                    
HALDEX  ;74920S                   
HALDEX  ;74921                    
HALDEX  ;74922                    
HALDEX  ;74936                    
HALDEX  ;74940                    
HALDEX  ;74949                    
HALDEX  ;74953                    
HALDEX  ;74954                    
HALDEX  ;74962                    
HALDEX  ;74966                    
HALDEX  ;74970                    
HALDEX  ;74971                    
HALDEX  ;74978                    
HALDEX  ;74979                    
HALDEX  ;74981                    
HALDEX  ;74983                    
HALDEX  ;74988                    
HALDEX  ;74990                    
HALDEX  ;74991                    
HALDEX  ;74992                    
HALDEX  ;74996                    
HALDEX  ;75000700                 
HALDEX  ;7500400                  
HALDEX  ;7500700                  
HALDEX  ;75061334                 
HALDEX  ;75061374                 
HALDEX  ;751618057                
HALDEX  ;75307600                 
HALDEX  ;753076600F               
HALDEX  ;75309400                 
HALDEX  ;75610245                 
HALDEX  ;75610828                 
HALDEX  ;75611339                 
HALDEX  ;75611384                 
HALDEX  ;75611588                 
HALDEX  ;75611675                 
HALDEX  ;75611715                 
HALDEX  ;75611759                 
HALDEX  ;75611817                 
HALDEX  ;75611818                 
HALDEX  ;75611820                 
HALDEX  ;75611821                 
HALDEX  ;75611877                 
HALDEX  ;75611878                 
HALDEX  ;75611901                 
HALDEX  ;75611912                 
HALDEX  ;75611973                 
HALDEX  ;75612108                 
HALDEX  ;75612109                 
HALDEX  ;75612127                 
HALDEX  ;75612128                 
HALDEX  ;75612302                 
HALDEX  ;75612411                 
HALDEX  ;75612635                 
HALDEX  ;75612653                 
HALDEX  ;75613041                 
HALDEX  ;75613056                 
HALDEX  ;75613057                 
HALDEX  ;75613218                 
HALDEX  ;75961002                 
HALDEX  ;75961004                 
HALDEX  ;75961102                 
HALDEX  ;75961112                 
HALDEX  ;76000                    
HALDEX  ;7600400                  
HALDEX  ;76012                    
HALDEX  ;76014                    
HALDEX  ;76025                    
HALDEX  ;76026                    
HALDEX  ;76035                    
HALDEX  ;760407001                
HALDEX  ;76046                    
HALDEX  ;76050                    
HALDEX  ;760500                   
HALDEX  ;76078                    
HALDEX  ;76080                    
HALDEX  ;76086                    
HALDEX  ;76087                    
HALDEX  ;76281S                   
HALDEX  ;76282S                   
HALDEX  ;76283                    
HALDEX  ;76284S                   
HALDEX  ;76307600                 
HALDEX  ;76309400                 
HALDEX  ;76478                    
HALDEX  ;76493                    
HALDEX  ;76660                    
HALDEX  ;76668                    
HALDEX  ;76670                    
HALDEX  ;76671                    
HALDEX  ;76672                    
HALDEX  ;76832                    
HALDEX  ;76842                    
HALDEX  ;76846                    
HALDEX  ;76850                    
HALDEX  ;76862                    
HALDEX  ;76867                    
HALDEX  ;76878                    
HALDEX  ;76883                    
HALDEX  ;76896                    
HALDEX  ;76902                    
HALDEX  ;76916                    
HALDEX  ;76918                    
HALDEX  ;76921                    
HALDEX  ;76922                    
HALDEX  ;76924                    
HALDEX  ;76925                    
HALDEX  ;76952                    
HALDEX  ;76953                    
HALDEX  ;76979                    
HALDEX  ;76980                    
HALDEX  ;76986                    
HALDEX  ;76994                    
HALDEX  ;76995                    
HALDEX  ;76996                    
HALDEX  ;76997                    
HALDEX  ;76998                    
HALDEX  ;77000600                 
HALDEX  ;7700400                  
HALDEX  ;7700500                  
HALDEX  ;7700700                  
HALDEX  ;77091S                   
HALDEX  ;77112S                   
HALDEX  ;77244S                   
HALDEX  ;77304                    
HALDEX  ;77305                    
HALDEX  ;77316                    
HALDEX  ;77317                    
HALDEX  ;77322                    
HALDEX  ;77359S                   
HALDEX  ;77362S                   
HALDEX  ;77411S                   
HALDEX  ;77412S                   
HALDEX  ;77430                    
HALDEX  ;77434S                   
HALDEX  ;77435S                   
HALDEX  ;77484S                   
HALDEX  ;77494                    
HALDEX  ;77496                    
HALDEX  ;77497                    
HALDEX  ;77885                    
HALDEX  ;77975                    
HALDEX  ;7800500                  
HALDEX  ;78104S                   
HALDEX  ;78106S                   
HALDEX  ;78119                    
HALDEX  ;78124                    
HALDEX  ;78127                    
HALDEX  ;78128                    
HALDEX  ;78130                    
HALDEX  ;78140S                   
HALDEX  ;78141S                   
HALDEX  ;78150S                   
HALDEX  ;78164                    
HALDEX  ;78165                    
HALDEX  ;78166                    
HALDEX  ;78169                    
HALDEX  ;78170S                   
HALDEX  ;78171                    
HALDEX  ;78175S                   
HALDEX  ;78186S                   
HALDEX  ;78193                    
HALDEX  ;78199S                   
HALDEX  ;78209                    
HALDEX  ;78210                    
HALDEX  ;78211                    
HALDEX  ;78217                    
HALDEX  ;78219                    
HALDEX  ;78223S                   
HALDEX  ;78240                    
HALDEX  ;78286                    
HALDEX  ;78333                    
HALDEX  ;78340                    
HALDEX  ;78380                    
HALDEX  ;78396                    
HALDEX  ;78402                    
HALDEX  ;78403                    
HALDEX  ;78480                    
HALDEX  ;78481                    
HALDEX  ;78568                    
HALDEX  ;78648                    
HALDEX  ;78649                    
HALDEX  ;78650                    
HALDEX  ;78682C                   
HALDEX  ;78682S                   
HALDEX  ;78699S                   
HALDEX  ;78701S                   
HALDEX  ;78703                    
HALDEX  ;78704S                   
HALDEX  ;78705S                   
HALDEX  ;78706S                   
HALDEX  ;78708S                   
HALDEX  ;78712S                   
HALDEX  ;78716S                   
HALDEX  ;78717                    
HALDEX  ;78720S                   
HALDEX  ;78728S                   
HALDEX  ;78730S                   
HALDEX  ;78751                    
HALDEX  ;78752                    
HALDEX  ;78753                    
HALDEX  ;78754                    
HALDEX  ;78757                    
HALDEX  ;78758                    
HALDEX  ;78795                    
HALDEX  ;78800                    
HALDEX  ;78801                    
HALDEX  ;78831S                   
HALDEX  ;78840S                   
HALDEX  ;78945S                   
HALDEX  ;78947S                   
HALDEX  ;78949S                   
HALDEX  ;78964                    
HALDEX  ;78982                    
HALDEX  ;78983                    
HALDEX  ;78984                    
HALDEX  ;78985                    
HALDEX  ;78986                    
HALDEX  ;78987                    
HALDEX  ;78988                    
HALDEX  ;78990                    
HALDEX  ;79002                    
HALDEX  ;79003                    
HALDEX  ;79004000                 
HALDEX  ;79004D                   
HALDEX  ;79004S                   
HALDEX  ;79005                    
HALDEX  ;79005S                   
HALDEX  ;79006000                 
HALDEX  ;79006C                   
HALDEX  ;79007                    
HALDEX  ;79007000                 
HALDEX  ;79008                    
HALDEX  ;79009                    
HALDEX  ;79010                    
HALDEX  ;79011                    
HALDEX  ;79012                    
HALDEX  ;79013                    
HALDEX  ;79014                    
HALDEX  ;79015                    
HALDEX  ;79016                    
HALDEX  ;79017                    
HALDEX  ;79018                    
HALDEX  ;79019                    
HALDEX  ;79020                    
HALDEX  ;79021                    
HALDEX  ;79022D                   
HALDEX  ;79022S                   
HALDEX  ;79023D                   
HALDEX  ;79023S                   
HALDEX  ;79024                    
HALDEX  ;79025                    
HALDEX  ;79028C                   
HALDEX  ;79029C                   
HALDEX  ;79030C                   
HALDEX  ;79031C                   
HALDEX  ;79035D                   
HALDEX  ;79035S                   
HALDEX  ;79038C                   
HALDEX  ;79039C                   
HALDEX  ;79040                    
HALDEX  ;79041                    
HALDEX  ;79043C                   
HALDEX  ;79044C                   
HALDEX  ;79051C                   
HALDEX  ;79052C                   
HALDEX  ;79053                    
HALDEX  ;79053C                   
HALDEX  ;79056C                   
HALDEX  ;79057C                   
HALDEX  ;79058C                   
